wave,age,age_group,education,networth,norminc,wealth_income_ratio,weight,monetary_year
2004,45,"(40,45]",College,7495.571531014701,835.3857374017997,8.972587387387389,411.3802887864772,2019
2004,45,"(40,45]",College,8647.902115453568,835.3857374017997,10.351986786786787,400.65977290232183,2019
2004,45,"(40,45]",College,8839.053424166368,835.3857374017997,10.580804804804806,427.74796294974794,2019
2004,45,"(40,45]",College,8784.826102545716,835.3857374017997,10.515891891891894,406.08022115708366,2019
2004,45,"(40,45]",College,7483.3703836500545,835.3857374017997,8.957981981981984,415.84491171919717,2019
2004,52,"(50,55]",College,5583.516170670492,835.3857374017997,6.683758078078079,470.97551518181336,2019
2004,52,"(50,55]",College,5583.516170670492,835.3857374017997,6.683758078078079,471.28530853515394,2019
2004,52,"(50,55]",College,5583.516170670492,835.3857374017997,6.683758078078079,482.31635596667536,2019
2004,52,"(50,55]",College,5583.516170670492,835.3857374017997,6.683758078078079,467.89929129492793,2019
2004,52,"(50,55]",College,5583.516170670492,835.3857374017997,6.683758078078079,471.49876877069954,2019
2004,56,"(55,60]",College,80573.20489781284,6961.547811681665,11.574035987027028,29.35650823389555,2019
2004,56,"(55,60]",College,80573.77428468986,6961.547811681665,11.574117777297298,30.29644577155334,2019
2004,56,"(55,60]",College,80573.93696665471,6961.547811681665,11.574141145945946,29.722027912855282,2019
2004,56,"(55,60]",College,80572.82530656148,6961.547811681665,11.573981460180178,28.98419262984593,2019
2004,56,"(55,60]",College,80573.6387163858,6961.547811681665,11.574098303423423,29.1175918322915,2019
2004,60,"(55,60]",HS,1166.8363929723916,128.09247973494263,9.10932784958872,898.7062991497202,2019
2004,60,"(55,60]",HS,1165.480709931875,128.09247973494263,9.09874422248335,862.8024270166218,2019
2004,60,"(55,60]",HS,1166.7686088203657,129.48478929727895,9.010854596532017,912.8100791045277,2019
2004,60,"(55,60]",HS,1168.1920760129078,129.48478929727895,9.021847912428559,843.8586561096192,2019
2004,60,"(55,60]",HS,1168.205632843313,130.87709885961533,8.925974391412687,909.4911583246861,2019
2004,39,"(35,40]",HS,42.163098243097885,55.69238249345332,0.7570711891891891,4675.901098651688,2019
2004,39,"(35,40]",HS,42.163098243097885,55.69238249345332,0.7570711891891891,4458.8871669572945,2019
2004,39,"(35,40]",HS,43.789917891717465,55.69238249345332,0.786282,4673.054325249725,2019
2004,39,"(35,40]",HS,42.027529939046254,55.69238249345332,0.7546369549549549,4647.828977576074,2019
2004,39,"(35,40]",HS,43.1120763714593,55.69238249345332,0.7741108288288288,4590.4229228581735,2019
2004,76,"(75,80]",HS,1541.411617067049,495.66220419173453,3.1098026116003643,237.41283090716033,2019
2004,76,"(75,80]",HS,1550.9013983506634,495.66220419173453,3.1289482741168135,242.83538571055314,2019
2004,76,"(75,80]",HS,1561.7468626747939,495.66220419173453,3.1508290312784695,236.0649872843409,2019
2004,76,"(75,80]",HS,1527.854786661886,495.66220419173453,3.0824516651482945,117.00299442641028,2019
2004,76,"(75,80]",HS,1580.7264252420223,495.66220419173453,3.1891203563113675,247.71998204478737,2019
2004,63,"(60,65]",HS,448.8666547149516,139.55118743297066,3.2165018655291027,665.4162647811534,2019
2004,63,"(60,65]",HS,496.45112943707426,139.55118743297066,3.557484092892653,668.0069529882035,2019
2004,63,"(60,65]",HS,675.9435640014343,139.55118743297066,4.843696255369407,673.3934223811809,2019
2004,63,"(60,65]",HS,696.9566511294371,139.55118743297066,4.994272452638211,619.8188668321961,2019
2004,63,"(60,65]",HS,567.8956256722839,139.55118743297066,4.069443163606587,669.3254080238974,2019
2004,35,"(30,35]",NoHS,15.454786661885981,36.20004862074465,0.426927234927235,5307.557524719257,2019
2004,35,"(30,35]",NoHS,15.183650053782719,36.20004862074465,0.4194372834372835,5275.014325005164,2019
2004,35,"(30,35]",NoHS,15.495457153101471,36.20004862074465,0.4280507276507277,5303.82279259934,2019
2004,35,"(30,35]",NoHS,15.454786661885981,36.20004862074465,0.426927234927235,5294.649856412013,2019
2004,35,"(30,35]",NoHS,15.454786661885981,36.20004862074465,0.426927234927235,5309.869769244748,2019
2004,57,"(55,60]",College,19286.62477590534,3578.2355752043763,5.389981841763941,22.73789405624878,2019
2004,57,"(55,60]",College,19289.336141986376,3592.158670827739,5.369845240589426,23.291704880234516,2019
2004,57,"(55,60]",College,19289.336141986376,3592.158670827739,5.369845240589426,24.0480260696677,2019
2004,57,"(55,60]",College,19277.134994621727,3578.2355752043763,5.387329757773336,22.2465250608988,2019
2004,57,"(55,60]",College,19287.980458945858,3578.2355752043763,5.3903607109054565,23.47551273161569,2019
2004,54,"(50,55]",HS,165.55601290785228,86.32319286485266,1.917862481836675,7522.571689361781,2019
2004,54,"(50,55]",HS,175.56095374686268,87.71550242718898,2.0014814814814814,6990.061941633826,2019
2004,54,"(50,55]",HS,201.92898888490498,86.32319286485266,2.3392205754141235,7559.46014965599,2019
2004,54,"(50,55]",HS,150.27746504123343,87.71550242718898,1.7132372372372373,7517.457771470962,2019
2004,54,"(50,55]",HS,200.6410899964145,86.32319286485266,2.324301075268817,7286.0899408944515,2019
2004,74,"(70,75]",College,35158.96181427035,548.5699675605151,64.09202817030229,1348.4757155892573,2019
2004,74,"(70,75]",College,35291.27647902474,687.8009237941484,51.310306889885844,1454.7770231336274,2019
2004,74,"(70,75]",College,35463.99049838652,797.7933792187188,44.45260066349072,1350.438692812286,2019
2004,74,"(70,75]",College,35373.97314449623,561.1007536215421,63.04388813627523,1460.0910371203622,2019
2004,74,"(70,75]",College,35063.79286482611,719.8240437278841,48.71161663791452,1357.811171094922,2019
2004,33,"(30,35]",College,31.451846539978487,41.769286870089985,0.7529897897897898,6828.818594689708,2019
2004,33,"(30,35]",College,31.045141627823593,36.20004862074465,0.8575994455994457,6653.3971327489,2019
2004,33,"(30,35]",College,30.909573323771962,65.43854942980767,0.47234502587694066,6855.758544471697,2019
2004,33,"(30,35]",College,32.94309788454643,57.08469205578965,0.5770916282135794,6825.759083011842,2019
2004,33,"(30,35]",College,32.8075295804948,36.20004862074465,0.9062841302841304,6806.5703982622945,2019
2004,72,"(70,75]",College,136932.93460021514,2627.2881441286604,52.11949625937543,27.768818387630876,2019
2004,72,"(70,75]",College,129515.17927572607,2777.6575768609846,46.627482219061164,28.446810801806002,2019
2004,72,"(70,75]",College,125146.49067766224,2669.05743099875,46.88789728695832,28.169819163329105,2019
2004,72,"(70,75]",College,131673.5622445321,1448.001944829786,90.93465841995845,27.36970347254667,2019
2004,72,"(70,75]",College,131196.63295087847,2574.3803807598797,50.96241174435659,27.53974791481673,2019
2004,74,"(70,75]",HS,120.31686984582288,33.415429496071994,3.600638138138138,11989.64560264092,2019
2004,74,"(70,75]",HS,120.30331301541771,33.415429496071994,3.600232432432432,11178.246062592054,2019
2004,74,"(70,75]",HS,120.30331301541771,33.415429496071994,3.600232432432432,12556.700704461513,2019
2004,74,"(70,75]",HS,120.31686984582288,33.415429496071994,3.600638138138138,12109.016064315987,2019
2004,74,"(70,75]",HS,120.30331301541771,33.415429496071994,3.600232432432432,12031.240089562078,2019
2004,27,"(25,30]",HS,4.609322337755468,32.02311993373566,0.1439373286329808,5334.56671973124,2019
2004,27,"(25,30]",HS,4.609322337755468,32.02311993373566,0.1439373286329808,5317.338730317226,2019
2004,27,"(25,30]",HS,4.609322337755468,32.02311993373566,0.1439373286329808,5303.617780957121,2019
2004,27,"(25,30]",HS,4.609322337755468,32.02311993373566,0.1439373286329808,5353.978291120239,2019
2004,27,"(25,30]",HS,4.609322337755468,32.02311993373566,0.1439373286329808,5298.811431123488,2019
2004,51,"(50,55]",HS,769.3772391538186,93.28474067653433,8.247621567836491,5766.738061178858,2019
2004,51,"(50,55]",HS,770.732922194335,93.28474067653433,8.262154309533413,6418.867840084944,2019
2004,51,"(50,55]",HS,769.5128074578703,93.28474067653433,8.249074842006184,5690.146570415371,2019
2004,51,"(50,55]",HS,770.732922194335,93.28474067653433,8.262154309533413,5704.39778155993,2019
2004,51,"(50,55]",HS,770.8684904983866,91.89243111419798,8.38881375921376,5964.281386653506,2019
2004,30,"(25,30]",College,20.389472929365365,75.184716366162,0.2711917250583917,5014.957154040172,2019
2004,30,"(25,30]",College,20.389472929365365,75.184716366162,0.2711917250583917,4981.685040199086,2019
2004,30,"(25,30]",College,19.03378988884905,75.184716366162,0.2531603603603603,5018.92313376249,2019
2004,30,"(25,30]",College,21.74515596988168,75.184716366162,0.2892230897564231,5015.854787606576,2019
2004,30,"(25,30]",College,20.389472929365365,75.184716366162,0.2711917250583917,5008.979139112998,2019
2004,74,"(70,75]",HS,67.78415202581571,34.80773905840832,1.9473873873873877,6351.980854011342,2019
2004,74,"(70,75]",HS,67.78415202581571,34.80773905840832,1.9473873873873877,6040.97466641296,2019
2004,74,"(70,75]",HS,67.91972032986735,34.80773905840832,1.9512821621621625,6644.339894773293,2019
2004,74,"(70,75]",HS,67.91972032986735,34.80773905840832,1.9512821621621625,6443.557449503713,2019
2004,74,"(70,75]",HS,67.91972032986735,34.80773905840832,1.9512821621621625,6474.554194630468,2019
2004,75,"(70,75]",College,12789.920509143063,1047.0167908769226,12.215582997891506,309.30433785217014,2019
2004,75,"(70,75]",College,9196.275905342418,1392.3095623363329,6.605051171171173,306.9329149080271,2019
2004,75,"(70,75]",College,17932.161850125492,1517.6174229466028,11.815996297214646,317.5809256661627,2019
2004,75,"(70,75]",College,19534.443635711727,1074.862982123649,18.17389189189189,304.08709309169,2019
2004,75,"(70,75]",College,5702.409573323773,1141.693841115793,4.994692419248517,307.35725306476564,2019
2004,40,"(35,40]",College,378.91476550735035,55.69238249345332,6.803709027027027,6071.9743210046945,2019
2004,40,"(35,40]",College,484.5224743635712,57.08469205578965,8.48778292243463,5588.345643789868,2019
2004,40,"(35,40]",College,391.1159128719971,58.47700161812599,6.688371531531531,6046.411150845551,2019
2004,40,"(35,40]",College,428.93946970240233,66.83085899214399,6.41828454954955,4961.625983310526,2019
2004,40,"(35,40]",College,384.2019293653639,66.83085899214399,5.748870135135134,5910.4887939152095,2019
2004,77,"(75,80]",HS,213.00491932592325,66.83085899214399,3.1872240240240233,12749.079516683476,2019
2004,77,"(75,80]",HS,213.00491932592325,66.83085899214399,3.1872240240240233,11757.833486781801,2019
2004,77,"(75,80]",HS,213.1404876299749,66.83085899214399,3.1892525525525524,12751.991942875964,2019
2004,77,"(75,80]",HS,213.00491932592325,66.83085899214399,3.1872240240240233,12491.321789857808,2019
2004,77,"(75,80]",HS,213.00491932592325,66.83085899214399,3.1872240240240233,12355.567276196924,2019
2004,51,"(50,55]",College,168.1995948368591,76.57702592849832,2.1964759377559377,7718.78719628742,2019
2004,51,"(50,55]",College,142.34671925421299,76.57702592849832,1.8588697788697788,7295.376496564471,2019
2004,51,"(50,55]",HS,139.77092147723198,76.57702592849832,1.8252330876330876,7727.35123896398,2019
2004,51,"(50,55]",HS,139.70313732520617,76.57702592849832,1.8243479115479115,7750.636448179239,2019
2004,51,"(50,55]",HS,140.84191107923985,76.57702592849832,1.8392188697788694,7525.6384925553675,2019
